,serum,virus,replicate,concentration,fraction infectivity
0,LyCoV555,pLV,1,1,-0.0006989
1,LyCoV555,pLV,1,0.3333,0.001563
2,LyCoV555,pLV,1,0.1111,-0.0008922
3,LyCoV555,pLV,1,0.03704,0.002914
4,LyCoV555,pLV,1,0.01235,0.06992
5,LyCoV555,pLV,1,0.004115,0.3132
6,LyCoV555,pLV,1,0.001372,0.6169
7,LyCoV555,pLV,1,0.0004572,0.7361
8,LyCoV555,pLV,2,1,-0.0004648
9,LyCoV555,pLV,2,0.3333,-0.0005591
10,LyCoV555,pLV,2,0.1111,-0.0007817
11,LyCoV555,pLV,2,0.03704,0.01341
12,LyCoV555,pLV,2,0.01235,0.1695
13,LyCoV555,pLV,2,0.004115,0.3151
14,LyCoV555,pLV,2,0.001372,0.7232
15,LyCoV555,pLV,2,0.0004572,0.9996
16,S309,pLV,1,1,0.04917
17,S309,pLV,1,0.3333,0.05728
18,S309,pLV,1,0.1111,0.09895
19,S309,pLV,1,0.03704,0.2908
20,S309,pLV,1,0.01235,0.7953
21,S309,pLV,1,0.004115,0.5313
22,S309,pLV,1,0.001372,0.716
23,S309,pLV,1,0.0004572,0.7599
24,S309,pLV,2,1,0.05688
25,S309,pLV,2,0.3333,0.01773
26,S309,pLV,2,0.1111,0.1318
27,S309,pLV,2,0.03704,0.2923
28,S309,pLV,2,0.01235,0.5769
29,S309,pLV,2,0.004115,0.5327
30,S309,pLV,2,0.001372,0.6895
31,S309,pLV,2,0.0004572,0.4698
32,4A8,pLV,1,1,0.03587
33,4A8,pLV,1,0.3333,0.06817
34,4A8,pLV,1,0.1111,0.08792
35,4A8,pLV,1,0.03704,0.09058
36,4A8,pLV,1,0.01235,0.1976
37,4A8,pLV,1,0.004115,0.3975
38,4A8,pLV,1,0.001372,0.6109
39,4A8,pLV,1,0.0004572,0.6076
40,4A8,pLV,2,1,0.03236
41,4A8,pLV,2,0.3333,0.05813
42,4A8,pLV,2,0.1111,0.05103
43,4A8,pLV,2,0.03704,0.1233
44,4A8,pLV,2,0.01235,0.2072
45,4A8,pLV,2,0.004115,0.3561
46,4A8,pLV,2,0.001372,0.5422
47,4A8,pLV,2,0.0004572,0.6613
