,serum,virus,replicate,concentration,fraction infectivity
0,LyCoV555,pLV,1,1,0.0004455
1,LyCoV555,pLV,1,0.3333,0.0002097
2,LyCoV555,pLV,1,0.1111,-0.0003677
3,LyCoV555,pLV,1,0.03704,0.01282
4,LyCoV555,pLV,1,0.01235,0.06884
5,LyCoV555,pLV,1,0.004115,0.379
6,LyCoV555,pLV,1,0.001372,0.4833
7,LyCoV555,pLV,1,0.0004572,0.5549
8,LyCoV555,pLV,2,1,0.0008702
9,LyCoV555,pLV,2,0.3333,-2.011e-05
10,LyCoV555,pLV,2,0.1111,-0.0007632
11,LyCoV555,pLV,2,0.03704,0.00858
12,LyCoV555,pLV,2,0.01235,0.1274
13,LyCoV555,pLV,2,0.004115,0.5283
14,LyCoV555,pLV,2,0.001372,0.6723
15,LyCoV555,pLV,2,0.0004572,0.9738
16,S309,pLV,1,1,0.009124
17,S309,pLV,1,0.3333,0.07122
18,S309,pLV,1,0.1111,0.0934
19,S309,pLV,1,0.03704,0.3506
20,S309,pLV,1,0.01235,0.6493
21,S309,pLV,1,0.004115,0.8779
22,S309,pLV,1,0.001372,0.681
23,S309,pLV,1,0.0004572,0.5546
24,S309,pLV,2,1,0.01321
25,S309,pLV,2,0.3333,0.04626
26,S309,pLV,2,0.1111,0.09836
27,S309,pLV,2,0.03704,0.3573
28,S309,pLV,2,0.01235,0.6043
29,S309,pLV,2,0.004115,0.749
30,S309,pLV,2,0.001372,0.6911
31,S309,pLV,2,0.0004572,0.6927
32,4A8,pLV,1,1,0.03969
33,4A8,pLV,1,0.3333,0.1126
34,4A8,pLV,1,0.1111,0.1389
35,4A8,pLV,1,0.03704,0.1493
36,4A8,pLV,1,0.01235,0.3019
37,4A8,pLV,1,0.004115,0.5062
38,4A8,pLV,1,0.001372,0.6945
39,4A8,pLV,1,0.0004572,0.4593
40,4A8,pLV,2,1,0.06748
41,4A8,pLV,2,0.3333,0.1113
42,4A8,pLV,2,0.1111,0.1585
43,4A8,pLV,2,0.03704,0.1157
44,4A8,pLV,2,0.01235,0.3199
45,4A8,pLV,2,0.004115,0.4428
46,4A8,pLV,2,0.001372,0.5196
47,4A8,pLV,2,0.0004572,0.5481
